#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_tura_2_adj;Turan;;turer;;;;;;;;;;;x
b_tura_3;Tura;Tura;Tura;;Tura;;;;;;;;;x
b_tura_3_adj;Turan;;turer;;;;;;;;;;;x
b_tyalesh;Tyalesh;Tyalesh;Tyalesh;;Tyalesh;;;;;;;;;x
b_tyalesh_adj;Tyaleshian;;tyalesher;;;;;;;;;;;x
b_tyalesh_2;Tyalesh;Tyalesh;Tyalesh;;Tyalesh;;;;;;;;;x
b_tyalesh_2_adj;Tyaleshian;;tyalesher;;;;;;;;;;;x
b_usokovo;Usokovo;Usokovo;Usokovo;;Usokovo;;;;;;;;;x
b_usokovo_adj;Usokovian;;usokover;;;;;;;;;;;x
b_usokovo_2;Usokovo;Usokovo;Usokovo;;Usokovo;;;;;;;;;x
b_usokovo_2_adj;Usokovian;;usokover;;;;;;;;;;;x
b_usokovo_3;Usokovo;Usokovo;Usokovo;;Usokovo;;;;;;;;;x
b_usokovo_3_adj;Usokovian;;usokover;;;;;;;;;;;x
b_ustitsa;Ustitsa;Ustitsa;Ustitsa;;Ustitsa;;;;;;;;;x
b_ustitsa_adj;Ustitsan;;ustitser;;;;;;;;;;;x
b_vendery;Vendery;Vendery;Vendery;;Vendery;;;;;;;;;x
b_vendery_adj;Venderian;;venderer;;;;;;;;;;;x
b_vendery_2;Vendery;Vendery;Vendery;;Vendery;;;;;;;;;x
b_vendery_2_adj;Venderian;;venderer;;;;;;;;;;;x
b_vendery_3;Vendery;Vendery;Vendery;;Vendery;;;;;;;;;x
b_vendery_3_adj;Venderian;;venderer;;;;;;;;;;;x
b_yaroslavgorod;Yaroslavgorod;Yaroslavgorod;Yaroslavgorod;;Yaroslavgorod;;;;;;;;;x
b_yaroslavgorod_adj;Yaroslavgorodian;;yaroslavgoroder;;;;;;;;;;;x
b_yaroslavgorod_2;Yaroslavgorod;Yaroslavgorod;Yaroslavgorod;;Yaroslavgorod;;;;;;;;;x
b_yaroslavgorod_2_adj;Yaroslavgorodian;;yaroslavgoroder;;;;;;;;;;;x
b_yaroslavgorod_3;Yaroslavgorod;Yaroslavgorod;Yaroslavgorod;;Yaroslavgorod;;;;;;;;;x
b_yaroslavgorod_3_adj;Yaroslavgorodian;;yaroslavgoroder;;;;;;;;;;;x
b_yaroslavorod;Yaroslavorod;Yaroslavorod;Yaroslavorod;;Yaroslavorod;;;;;;;;;x
b_yaroslavorod_adj;Yaroslavorodian;;yaroslavoroder;;;;;;;;;;;x
b_yaroslavsk;Yaroslavsk;Yaroslavsk;Yaroslavsk;;Yaroslavsk;;;;;;;;;x
b_yaroslavsk_adj;Yaroslavskian;;yaroslavsker;;;;;;;;;;;x
b_yelamysk;Yelamysk;Yelamysk;Yelamysk;;Yelamysk;;;;;;;;;x
b_yelamysk_adj;Yelamyskian;;yelamysker;;;;;;;;;;;x
b_yuzhomorsk;Yuzhomorsk;Yuzhomorsk;Yuzhomorsk;;Yuzhomorsk;;;;;;;;;x
b_yuzhomorsk_adj;Yuzhomorskian;;yuzhomorsker;;;;;;;;;;;x
